Rank,Molecule,Candidate Type,Related Receptor,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Priority Score,Literature Score,Receptor Relevance,Database,Year,PMID,PMCID,Journal,Authors,DOI,Article Title,PubMed Link,PMC Link,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step,Article Link
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2023,37978917,,ACS chemical neuroscience,Hsieh MC; Lai CY; Lin LT; Chou D; Yeh CM; Cheng JK; Wang HH; Lin KH; Lin TB; Peng HY,10.1021/acschemneuro.3c00616,Melatonin Relieves Paclitaxel-Induced Neuropathic Pain by Regulating pNEK2-Dependent Epigenetic Pathways in DRG Neurons.,https://pubmed.ncbi.nlm.nih.gov/37978917/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/37978917/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2023,37834395,PMC10573520,International journal of molecular sciences,Möller JKS; Linowiecka K; Gagat M; Brożyna AA; Foksiński M; Wolnicka-Glubisz A; Pyza E; Reiter RJ; Tulic MK; Slominski AT; Steinbrink K; Kleszczyński K,10.3390/ijms241914947,Melanogenesis Is Directly Affected by Metabolites of Melatonin in Human Melanoma Cells.,https://pubmed.ncbi.nlm.nih.gov/37834395/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10573520/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/37834395/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2024,37739092,,Biochimica et biophysica acta. Molecular basis of disease,Dong Y; Cao X; Huang J; Hu Z; Chen C; Chen M; Long Q; Xu Z; Lv D; Rong Y; Luo S; Wang H; Deng W; Tang B,10.1016/j.bbadis.2023.166887,Melatonin inhibits fibroblast cell functions and hypertrophic scar formation by enhancing autophagy through the MT2 receptor-inhibited PI3K/Akt /mTOR signaling.,https://pubmed.ncbi.nlm.nih.gov/37739092/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/37739092/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2023,37717795,,Free radical biology & medicine,Ma SJ; Li C; Yan C; Liu N; Jiang GY; Yang HR; Yan HC; Li JY; Liu HL; Gao C,10.1016/j.freeradbiomed.2023.09.012,Melatonin alleviates early brain injury by inhibiting the NRF2-mediated ferroptosis pathway after subarachnoid hemorrhage.,https://pubmed.ncbi.nlm.nih.gov/37717795/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/37717795/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2023,37200384,PMC10249807,PLoS pathogens,Huo C; Tang Y; Li X; Han D; Gu Q; Su R; Liu Y; Reiter RJ; Liu G; Hu Y; Yang H,10.1371/journal.ppat.1011406,Melatonin alleviates lung injury in H1N1-infected mice by mast cell inactivation and cytokine storm suppression.,https://pubmed.ncbi.nlm.nih.gov/37200384/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10249807/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/37200384/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2023,36592515,,Theriogenology,Ma J; Wang J; Hu S; Li Y; Zhang Y; Yang Y; Yang C; Huo S; Yang Y; Zhaxi Y; Luo W,10.1016/j.theriogenology.2022.12.036,Effects of melatonin on development and hormone secretion of sheep theca cells in vitro.,https://pubmed.ncbi.nlm.nih.gov/36592515/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/36592515/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2022,36362201,PMC9655379,International journal of molecular sciences,Paddenberg E; Forneck A; Widbiller M; Smeda M; Jantsch J; Proff P; Kirschneck C; Schröder A,10.3390/ijms232113397,Impact of Melatonin on RAW264.7 Macrophages during Mechanical Strain.,https://pubmed.ncbi.nlm.nih.gov/36362201/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9655379/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/36362201/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2022,36271291,PMC9586995,Scientific reports,Ramsay S; Zagorodnyuk V,10.1038/s41598-022-22705-z,Melatonin inhibits muscular-mucosal stretch-sensitive bladder afferents via the MT2 receptors.,https://pubmed.ncbi.nlm.nih.gov/36271291/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9586995/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/36271291/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2022,36018566,,Reproduction in domestic animals = Zuchthygiene,Ge W; Duan H; Zeng J; Zhao X; Li J; Hu J,10.1111/rda.14237,Melatonin protects sheep endometrial epithelial cells against lipopolysaccharide-induced inflammation in vitro.,https://pubmed.ncbi.nlm.nih.gov/36018566/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/36018566/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2022,35932205,,Animal science journal = Nihon chikusan Gakkaiho,Wang W; Lv J; Duan H; Ding Z; Zeng J; Lv C; Hu J; Zhang Y; Zhao X,10.1111/asj.13760,"Regulatory role of melatonin on epidermal growth factor receptor, Type I collagen α1 chain, and caveolin 1 in granulosa cells of sheep antral follicles.",https://pubmed.ncbi.nlm.nih.gov/35932205/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/35932205/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2022,35795373,PMC9251177,Frontiers in cardiovascular medicine,Li SJ; Cheng WL; Kao YH; Chung CC; Trang NN; Chen YJ,10.3389/fcvm.2022.885293,Melatonin Inhibits NF-κB/CREB/Runx2 Signaling and Alleviates Aortic Valve Calcification.,https://pubmed.ncbi.nlm.nih.gov/35795373/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9251177/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/35795373/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2022,35682961,PMC9181011,International journal of molecular sciences,Fernández-Alegre E; Lacalle E; Soriano-Úbeda C; González-Montaña JR; Domínguez JC; Casao A; Martínez-Pastor F,10.3390/ijms23116284,Bos taurus and Cervus elaphus as Non-Seasonal/Seasonal Models for the Role of Melatonin Receptors in the Spermatozoon.,https://pubmed.ncbi.nlm.nih.gov/35682961/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9181011/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/35682961/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed + PMC,2022,35588335,PMC11072751,Cellular and molecular life sciences : CMLS,Singhanat K; Apaijai N; Sumneang N; Maneechote C; Arunsak B; Chunchai T; Chattipakorn SC; Chattipakorn N,10.1007/s00018-022-04330-1,Therapeutic potential of a single-dose melatonin in the attenuation of cardiac ischemia/reperfusion injury in prediabetic obese rats.,https://pubmed.ncbi.nlm.nih.gov/35588335/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11072751/,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/35588335/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2022,35179400,,Current eye research,Xu J; Chen P; Zhao G; Wei S; Li Q; Guo C; Cao Q; Wu X; Di G,10.1080/02713683.2021.2022163,Copolymer Micelle-administered Melatonin Ameliorates Hyperosmolarity-induced Ocular Surface Damage through Regulating PINK1-mediated Mitophagy.,https://pubmed.ncbi.nlm.nih.gov/35179400/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/35179400/
58,4-phenyl-2-propionamidotetraline,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.48708274960517883,Low,Unvalidated,E,,0.5416037872433662,59,0.5,PubMed,2022,34642909,,"Reproductive sciences (Thousand Oaks, Calif.)",Barberino RS; Lins TLBG; Monte APO; Gouveia BB; Campinho DSP; Palheta RC; Smitz JEJ; Matos MHT,10.1007/s43032-021-00768-z,Melatonin Attenuates Cyclophosphamide-Induced Primordial Follicle Loss by Interaction with MT1 Receptor and Modulation of PTEN/Akt/FOXO3a Proteins in the Mouse Ovary.,https://pubmed.ncbi.nlm.nih.gov/34642909/,,3976006,CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3,20,4-phenyl-2-propionamidotetraline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/34642909/
59,Ergolines,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.7178567051887512,Moderate,Unvalidated,E,,0.5351068583726883,3,0.25,PubMed,2014,24878269,,Journal of medicinal chemistry,Krogsgaard-Larsen N; Jensen AA; Schrøder TJ; Christoffersen CT; Kehler J,10.1021/jm5003759,Novel aza-analogous ergoline derived scaffolds as potent serotonin 5-HT₆ and dopamine D₂ receptor ligands.,https://pubmed.ncbi.nlm.nih.gov/24878269/,,6857537,C1CC2C(CC3=CNC4=CC=CC2=C34)NC1,1,Ergolines currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/24878269/
60,hypidone hydrochloride,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.7139524221420288,Moderate,Direct receptor evidence,C,"5-HT6 receptor agonist and memory-enhancing properties of hypidone hydrochloride (YL-0919), a novel 5-HT1A receptor partial agonist and SSRI.",0.5325690743923188,3,0.25,PubMed,2018,29805118,,Neuropharmacology,Chen XF; Jin ZL; Gong Y; Zhao N; Wang XY; Ran YH; Zhang YZ; Zhang LM; Li YF,10.1016/j.neuropharm.2018.05.027,"5-HT6 receptor agonist and memory-enhancing properties of hypidone hydrochloride (YL-0919), a novel 5-HT1A receptor partial agonist and SSRI.",https://pubmed.ncbi.nlm.nih.gov/29805118/,,122412736,C1CN(CCC1(CN2C=CC=CC2=O)O)CC3=CC=CC=C3.Cl,1,hypidone hydrochloride has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/29805118/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2026,41731588,PMC13036929,Diabetology & metabolic syndrome,Wen YL; Huang YC; Liao CC; Kao S; Pan KT; Yang HW; To SY; Yeh CB; Kao LT,10.1186/s13098-026-02130-2,Agomelatine and the potential inverse risk of metabolic disorders: a nationwide cohort study with an active comparator design in Taiwan.,https://pubmed.ncbi.nlm.nih.gov/41731588/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13036929/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/41731588/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2025,41011705,PMC12472680,"Molecules (Basel, Switzerland)",Żełabowski K; Pichowicz W; Skowron I; Szwach J; Biedka K; Wesołowski M; Błaszczyk K; Ziobro O; Petrov W; Kukula-Koch W; Chłopaś-Konowałek A,10.3390/molecules30183814,"The Efficacy of Melatonergic Receptor Agonists Used in Clinical Practice in Insomnia Treatment: Melatonin, Tasimelteon, Ramelteon, Agomelatine, and Selected Herbs.",https://pubmed.ncbi.nlm.nih.gov/41011705/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12472680/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/41011705/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2025,40493137,,Neurochemical research,Jadaun MS; Singh P; Gupta S,10.1007/s11064-025-04451-6,"Agonism of MT1 and MT2 Receptor Mitigates Oxidative Insult, Neuroinflammation, and Cerebral Injury in Cadmium Chloride Treated Animals.",https://pubmed.ncbi.nlm.nih.gov/40493137/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/40493137/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2024,39655682,,Journal of biochemical and molecular toxicology,Aykora D; Bahar MR; Tanbek K; Öztürk DA; Karaca E; Sandal S; Tekin S,10.1002/jbt.70090,An Experimental Insight Into the Role of Agomelatine in Renal Ischemia/Reperfusion Injury.,https://pubmed.ncbi.nlm.nih.gov/39655682/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/39655682/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2024,38842700,PMC11442587,Psychopharmacology,Abdelmissih S; Hosny SA; Elwi HM; Sayed WM; Eshra MA; Shaker OG; Samir NF,10.1007/s00213-024-06619-4,"Chronic Caffeine Consumption, Alone or Combined with Agomelatine or Quetiapine, Reduces the Maximum EEG Peak, As Linked to Cortical Neurodegeneration, Ovarian Estrogen Receptor Alpha, and Melatonin Receptor 2.",https://pubmed.ncbi.nlm.nih.gov/38842700/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11442587/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/38842700/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2024,38816228,,The Journal of pharmacology and experimental therapeutics,Abdelmissih S; Abdelgwad M; Ali DME; Negm MSI; Eshra MA; Youssef A,10.1124/jpet.123.002087,"High-dose Agomelatine Combined with Haloperidol Decanoate Improves Cognition, Downregulates MT2, Upregulates D5, and Maintains Krüppel-like Factor 9 But Alters Cardiac Electrophysiology.",https://pubmed.ncbi.nlm.nih.gov/38816228/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/38816228/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2023,38215065,PMC10805256,Physiological research,Kacar E; Tan F; Sahinturk S; Zorlu G; Serhatlioglu I; Bulmus O; Ercan Z; Kelestimur H,10.33549/physiolres.935064,"Modulation of Melatonin Receptors Regulates Reproductive Physiology: The Impact of Agomelatine on the Estrus Cycle, Gestation, Offspring, and Uterine Contractions in Rats.",https://pubmed.ncbi.nlm.nih.gov/38215065/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10805256/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/38215065/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2024,38009636,,Environmental toxicology,Gelen V; Özkanlar S; Kara A; Yeşildağ A,10.1002/tox.24021,"Citrate-coated silver nanoparticles loaded with agomelatine provide neuronal therapy in acute cerebral ischemia/reperfusion of rats by inhibiting the oxidative stress, endoplasmic reticulum stress, and P2X7 receptor-mediated inflammasome.",https://pubmed.ncbi.nlm.nih.gov/38009636/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/38009636/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2023,37394096,,Life sciences,Vicente JM; Lescano CH; Bordin S; Mónica FZ; Gobbi G; Anhê GF,10.1016/j.lfs.2023.121906,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,https://pubmed.ncbi.nlm.nih.gov/37394096/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/37394096/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2023,36915542,PMC10006472,Heliyon,Gao M; Ma H; Liu T; Cao C; Zheng Z; Tang L; Gu W; Zhang D; Sun H,10.1016/j.heliyon.2023.e14026,Acute toxicity and genotoxicity studies on new melatonergic antidepressant GW117.,https://pubmed.ncbi.nlm.nih.gov/36915542/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10006472/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/36915542/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2023,36769183,PMC9918025,International journal of molecular sciences,Cantarini M; Rusciano D; Amato R; Canovai A; Cammalleri M; Monte MD; Minnelli C; Laudadio E; Mobbili G; Giorgini G; Galeazzi R,10.3390/ijms24032863,Structural Basis for Agonistic Activity and Selectivity toward Melatonin Receptors hMT1 and hMT2.,https://pubmed.ncbi.nlm.nih.gov/36769183/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9918025/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/36769183/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2022,36263645,PMC9606441,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,Wang CS; Cheng KS; Tang CH; Pai MC; Chen PL; Chien PF,10.9758/cpn.2022.20.4.701,The Effect of Agomelatine in Behavioral and Psychological Symptoms of Dementia.,https://pubmed.ncbi.nlm.nih.gov/36263645/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9606441/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/36263645/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2023,36097970,,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,Barbosa-Méndez S; Perez-Sánchez G; Salazar-Juárez A,10.1080/15622975.2022.2123954,Agomelatine decreases cocaine-induced locomotor sensitisation and dopamine release in rats.,https://pubmed.ncbi.nlm.nih.gov/36097970/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/36097970/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed + PMC,2021,35153715,PMC8828541,Frontiers in aging neuroscience,Yang XB; Zu HB; Zhao YF; Yao K,10.3389/fnagi.2021.766410,"Agomelatine Prevents Amyloid Plaque Deposition, Tau Phosphorylation, and Neuroinflammation in APP/PS1 Mice.",https://pubmed.ncbi.nlm.nih.gov/35153715/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8828541/,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/35153715/
61,agomelatine,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.4964980185031891,Low,Direct receptor evidence,C,Agomelatine inhibits platelet aggregation through melatonin receptor-dependent and independent mechanisms.,0.5257237120270729,39,0.5,PubMed,2022,34886787,,Current molecular pharmacology,Naveed M; Li LD; Sheng G; Du ZW; Zhou YP; Nan S; Zhu MY; Zhang J; Zhou QG,10.2174/1874467214666211209142546,Agomelatine: An Astounding Sui-generis Antidepressant?,https://pubmed.ncbi.nlm.nih.gov/34886787/,,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,15,agomelatine has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/34886787/
